,name,price,deskripsi,isi_deksripsi
350,Olay Total Effects Whip Active Moisturizer 50 g,Rp302.000 - Rp334.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Olay Total Effects Whip Active Moisturizer merupakan krim pencerah yang diperkaya dengan vitamin (B3, Pro-B5, E) dan antioksidan (Teh Hijau, BHT). Mudah meresap. Membantu mengurangi tersumbatnya pori-pori. Membantu mengurangi minyak berlebih dan memberikan hasil akhir matte bahkan setelah 8 jam. Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari**Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari.Membantu mencerahkan kulit.**Ratakan pada wajah dan leher yang telah dibersihkan setiap pagi dan sore hari**Produk Konsumen**Dus, Pot @ 50 g**Procter & Gamble (P&G)**BPOM: NA49180110282"
351,Olay Total Effects Whip UV Active Moisturiser 50 g,Rp286.800,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Olay Total Effects Whip UV merupakan krim pencerah yang diperkaya dengan vitamin (B3, Pro-B5, E) dan antioksidan (Teh Hijau, BHT).Melindungi kulit dari sinar UV dengan SPF 30. Mudah meresap. Membantu mengurangi tersumbatnya pori-pori. Membantu mengurangi minyak berlebih dan memberikan hasil akhir matte bahkan setelah 8 jam. Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari**Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari.Membantu mencerahkan kulit. Melindungi kulit dari sinar UV dengan SPF 30**Ratakan pada wajah dan leher yang telah dibersihkan setiap pagi dan sore hari**Produk Konsumen**Dus, Pot @ 50 g**Procter & Gamble (P&G)**BPOM: NA49180110281"
352,Olay White Radiance Cream Cleanser 100 g,Rp53.600 - Rp62.600,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,"-**Mengelupaskan kulit kusam dan membantu kulit tampak cerah alami dan bercahaya.**Water, PPG-15 Stearyl Ether, Glycerin, Stearyl Alcohol, Cetyl Betaine, Salicylic Acid, Distearyldimonium Chloride, Sodium Lauryl Sulfate, Oxidized Polyethylene, Cetyl Alcohol, Alcohol, Steareth-21, Behenyl Alcohol, PPG-30, Steareth-2, Fragrance, Butylphenyl Methylpropional, Benzyl Salicylate, Niacinamide, Sodium Ascorbyl Phosphate, Butylene Glycol, Disodium EDTA, Morus Alba Root Extract, Coix Lacryma-Jobi Ma-Yuen Seed Extract.**2 x sehari**Usapkan pada wajah yang basah dan pijat dengan lembut menggunakan ujung jari. Bilas sampai bersih dengan air hangat.**Hanya untuk penggunaan luar. Hindari kontak dengan mata. Jika produk terkena mata, bilas dengan air. Jika terjadi iritasi pada kulit atau mata, hentikan penggunaan. Jauhkan dari jangkauan anak-anak.**-**-**Produk Konsumen**Tube @ 100 g**Procter & Gamble (P&G)"
353,Olay White Radiance Intensive Whitening Cream SPF 24 50 g,Rp106.000 - Rp140.800,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Cream 50 g X 1 Pot**Procter & Gamble (P&G)
354,Olay White Radiance Light Perfecting Essence 7 ml,Rp51.000 - Rp78.700,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membantu mencerahkan dan memberikan kesegaran pada wajah.**Gunakan essence pada pagi dan malam hari sebelum menggunakan pelembap lain.**Produk Konsumen**Dus, Tube @ 7 ml**Procter & Gamble (P&G)**BPOM: NA49201900001"
355,Olay White Radiance Night Whitening Cream 50 g,Rp106.000 - Rp112.400,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Cream 50 g X 1 Pot**Procter & Gamble (P&G)**BPOM: NA49150101528
356,Olay White Radiance Whip Active Moisturiser 10 g,Rp70.700 - Rp90.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Olay White Radiance Whip Active Moisturiser merupakan krim pencerah yang diperkaya dengan dengan Teknologi Pearl- Optics (Inositol, Vitamin B3). Mudah meresap. Membantu mengurangi tersumbatnya pori-pori. Membantu mengurangi minyak berlebih dan memberikan hasil akhir matte bahkan setelah 8 jam. Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari**Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari.Membantu mencerahkan kulit.**Ratakan pada wajah dan leher yang telah dibersihkan setiap pagi dan sore hari**Produk Konsumen**Dus, Pot @ 10 g**Procter & Gamble (P&G)**BPOM: NA49180110280"
357,Olay White Radiance Whip Active Moisturiser 50 g,Rp70.400 - Rp334.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Olay White Radiance Whip Active Moisturiser merupakan krim pencerah yang diperkaya dengan dengan Teknologi Pearl- Optics (Inositol, Vitamin B3). Mudah meresap. Membantu mengurangi tersumbatnya pori-pori. Membantu mengurangi minyak berlebih dan memberikan hasil akhir matte bahkan setelah 8 jam. Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari**Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari.Membantu mencerahkan kulit.**Ratakan pada wajah dan leher yang telah dibersihkan setiap pagi dan sore hari**Produk Konsumen**Dus, Pot @ 50 g**Procter & Gamble (P&G)**BPOM: NA49180110280"
358,Olay White Radiance Whip UV Active Moisturiser 50 g,Rp307.000 - Rp337.500,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Olay White Radiance Whip UV merupakan krim pencerah untuk Melindungi kulit dari sinar UV dengan SPF 30, yang diperkaya dengan dengan Teknologi Pearl- Optics (Inositol, Vitamin B3). Mudah meresap. Membantu mengurangi tersumbatnya pori-pori. Membantu mengurangi minyak berlebih dan memberikan hasil akhir matte bahkan setelah 8 jam. Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari**Membantu melembapkan dan menyiapkan kulit untuk pemakaian make-up sepanjang hari.Membantu mencerahkan kulit. Melindungi kulit dari sinar UV.**Ratakan pada wajah dan leher yang telah dibersihkan setiap pagi dan sore hari**Produk Konsumen**Dus, Pot @ 50 g**Procter & Gamble (P&G)**BPOM: NA49180110279"
359,Ovale Facial Lotion Anti Acne 100 ml,Rp11.000 - Rp22.100,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan kotoran dan sisa tata rias pada kulit wajah Membuat kulit wajah semakin lembut dan halus Membantu mengatasi jerawat pada kulit wajah**Aqua, Alcohol Denat, Sodium Lactate, Propylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Citric Acid, PEG-40 Hydrogenated Castor Oil, Fragrance, Sodium Methylparaben, Benzophenone-4, Disodium EDTA, Salicylic Acid, Citrus Aurantifolia Fruit Extract, Polysorbate 20, PEG-20 Glyceryl Laurate, Tocopherol, Linoleic Acid, Retinyl Palmitate, Phenoxyethanol, Caprylic/Capric Triglyceride, Menthol, Aloe Barbadensis Leaf Extract**Tuang ke kapas kemudian usapkan ke wajah hingga bersih**Produk Konsumen**Botol 100 ml X 1**Kino group**BPOM: NA18151201573"
360,Ovale Facial Lotion Anti Acne 200 ml,Rp24.000 - Rp34.800,Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membersihkan kotoran dan sisa tata rias pada kulit wajah Membuat kulit wajah semakin lembut dan halus Membantu mengatasi jerawat pada kulit wajah**Aqua, Alcohol Denat, Sodium Lactate, Propylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Citric Acid, PEG-40 Hydrogenated Castor Oil, Fragrance, Sodium Methylparaben, Benzophenone-4, Disodium EDTA, Salicylic Acid, Citrus Aurantifolia Fruit Extract, Polysorbate 20, PEG-20 Glyceryl Laurate, Tocopherol, Linoleic Acid, Retinyl Palmitate, Phenoxyethanol, Caprylic/Capric Triglyceride, Menthol, Aloe Barbadensis Leaf Extract**Tuang ke kapas kemudian usapkan ke wajah hingga bersih**Produk Konsumen**Botol @ 200 ml**Kino group**BPOM: NA18151201573"
361,Ovale Facial Mask Bedak Dingin Mutiara,Rp5.800 - Rp11.500,Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,membantu menjaga kelembaban kulit wajah. Sangat mudah digunakan dan membantu mengangkat sel kulit mati.**usapkan pada seluruh wajah dan leher**Produk Konsumen**Sachet 0.5**Kinocare Era Kosmetindo
362,Ovale Facial Mask Bedak Dingin Teh Hijau,Rp6.600 - Rp7.200,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Sachet, 30 Butir @ 0.5 gram**Kino Indonesia"
363,Ovale Facial Mask Mutiara 15 g,Rp10.600 - Rp13.500,Indikasi Umum**Komposisi**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Membantu membersihkan, menjaga kekencangan, dan membantu mengangkat sel kulit mati. Diperkaya dengan Ekstrak Mutiara untuk membantu mencerahkan kulit wajah.**Oryza sativa (rice) powder, talc, kaolin, pearl powder, sodium benzoate dan fragrance**Produk Konsumen**Sachet 15 g**Kino group**BPOM: NA18160200557"
364,Ovale Vitamin Face Rejuvenation 7 Kapsul,Rp13.500 - Rp22.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pack @ 7 Kapsul**Beiersdorf Indonesia
365,Parasol Sunblock SPF 15 120 ml,Rp43.800 - Rp113.400,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"-**Pelindung terhadap paparan sinar matahari**Ethylhexyl-methoxycinnamate, titanium dioxide, oxy benzone**Oleskan 30 menit sebelum terkena sinar matahari**Dioleskan tipis pada kulit yang tidak terlindung pakaian**Hindari kontak dengan mata.Jika terjadi iritasi, hentikan penggunaan produk ini. Jika terjadi iritasi berkelanjutan, hubungi dokter.Jauhkan dari jangkauan anak-anak.**hipersensitivitas**reaksi alergi, iritasi**Produk Konsumen**Botol @120 ml**Surya Dermato Medica Laboratories**BPOM: NA18151700289"
366,Parasol Sunblock Spf 45 50 ml,Rp93.300 - Rp245.600,Indikasi Umum**Komposisi**Dosis**Perhatian**Efek Samping**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Pelindung terhadap sinar matahari**Ethylhexyl-methoxycinnamate, titanium dioxide, oxybenzone**Oleskan 30 menit sebelum terkena sinar matahri**Hindari kontak dengan mata**Kemerahan atau gatal (hentikan penggunaan)**Produk Konsumen**Dus, Tube @ 50 ml**Surya Dermato Medica Laboratories**BPOM: NA18191705949"
367,Parasol UV Guard Lotion Spf 30 100 ml,Rp63.600 - Rp189.100,Deskripsi**Indikasi Umum**Komposisi**Dosis**Aturan Pakai**Perhatian**Kontra Indikasi**Efek Samping**Golongan Produk**Kemasan**Manufaktur,"-**Melindungi kulit terhadap efek sinar matahari terutama UVA dan UVB.**Water, octyl methoxycinnamate, 4-methylbenzylidene camphor, sorbitan stearate, propylene glycol, cetyl alcohol, stearic acid, butyl methoxydbenzoylmethane, benzophenone-3, hydrogenated polyisobutene, glyceryl stearate, caprylic triglyceride, tocopheryl acetate, diazolidinyl urea, triethanolamine, methylparaben, BHT, aloe barbadensis extract, disodium EDTA, xanthan gum, propylparaben, fragrance.**Diberikan sesuai kebutuahan dan ulangi pemakaian sesering mungkin terutama setelah berkeringat atau berenang.**Oleskan pada bagian yang akan dilindungi sebelum terpapar sinar matahari**Jangan terlalu lama terpapar sinar matahari langsung meskipun menggunakan tabir surya.**-**-**Produk Konsumen**Botol @ 100 ml**Surya Dermato Medica Laboratories"
368,Pigeon Facial Foam 100 g,Rp13.200 - Rp27.000,Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Keluarkan isi secukupnya di telapak tangan, busakan Usapkan ke wajah dan pijat dengan lembut Bilas hingga bersih Untuk hasil terbaik, lanjutkan dengan menggunakan Pigeon Moisturizer untuk kulit bersih, lembut, dan sehat Gunakan setiap pagi dan malam hari**Hanya untuk penggunaan luar. Hindari kontak dengan mata. Jangan digunakan pada kulit yang teriritasi. Jauhkan dari jangkauan anak-anak.**Produk Konsumen**Tube 100 Gr X 1**Pigeon Corporation**BPOM: NA18131202949"
369,Pigeon Teens Compact Powder Hypoallergenic Beige 20 g,Rp35.400 - Rp53.700,Indikasi Umum**Komposisi**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Menjaga kelembaban kulit dan dapat menjadikan kulit bayi Anda senantiasa halus dan terlindungi**Talc, Zea mays starch, Zinc Oxide, Paraffinum Liquidum, Squalane, Glycerin, Macadamia Ternifolia Seed Oil, Polyethylene Powder, Allantoin, Glycine Soja Oil, Persea gratissima oil, Simmondsia Chinensis Leaf Extract, Bisabolol, Phenoxyethanol, Isobornyl acetate, Triticum Vulgare Bran Extract, Calendula Officinalis Seed Oil, Chamomilla Recutita Extract, Fucus Vesiculosus Extract, BHT, Linoleic Acid, Tocopherol**Apabila ada reaksi yang terjadi didalam masa pemakaian, segera hentikan penggunaan. Jauhkan dari jangkauan bayi dan anak Anda. Penggunaan produk ini hanya untuk kulit bagian luar.**Produk Konsumen**Compact powder 20 g x 1**Pigeon Corporation**BPOM: NA18121201647"
370,Pigeon Teens Compact Powder Hypoallergenic White Refill 14 G,Rp30.600 - Rp51.700,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Case @ 14 gram**PIGEON"
371,Pigeon Teens Compact Powder Hypoallergenic Yellow Refill 14 G,Rp30.600 - Rp47.300,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Case @ 14 gram**PIGEON"
372,Pigeon Teens Compact Powder Squalane Beige 14 g,Rp38.500 - Rp49.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Case @ 14 gram**PIGEON"
373,Pink Its Pore Perfection Essence 30 ml,Rp164.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 30 ml**Watson
374,Pink So Blur Cream 30 ml,Rp186.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 50 ml**Watson
375,Pink So Fresh Essence 200 ml,Rp197.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 200 ml**Watson
376,Pink So Glow Essence 30 ml,Rp164.900,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 30 ml**Watson
377,Pixy BB Cream To Powder 301 Medium Beige 11 g,Rp82.500 - Rp85.900,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Box, Case @ 11 g**Gloria Origita"
378,Pixy Cleansing Express Brightening 100 ml,Rp15.700 - Rp22.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 100 ml**Mandom Indonesia Tbk
379,Pixy Cleansing Express Brightening 150 ml,Rp19.500 - Rp28.100,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Botol @ 150 ml**Mandom Indonesia Tbk
380,Pixy Day Moisturizing Cream Whitening 50 g,Rp24.800 - Rp31.900,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, tube 50 g**Mandom Indonesia Tbk"
381,Pixy Make It Glow Adorable Marble 01 Brick Terracotta,Rp137.900 - Rp139.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Case 7.5 g**Mandom Indonesia
382,Pixy Make It Glow Silky Powdery Cake 101 Light Beige Refill 10 g,Rp45.500 - Rp48.600,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, case @ 10 g**Mandom Indonesia Tbk"
383,Pixy Two Way Cake Perfect Creamy Cake 301 Yellow Honey Refill,Rp31.900 - Rp34.400,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, case @ 11.5 g**Mandom Indonesia Tbk"
384,Pixy Two Way Cake Perfect Fit 01 White Cream 12.2 g,Rp24.900 - Rp46.600,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, case @ 12.2 g**Mandom Indonesia Tbk"
385,Pixy Two Way Cake Perfect Fit 08 Tropical Beige Refill12.2 g,Rp22.800 - Rp29.400,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, case @ 12.2 g**Mandom Indonesia Tbk"
386,Pixy UV Whitening 4 Beauty Benefits Stay Last Serum Foundation 04 Golden Tan 17 ml,Rp75.000 - Rp83.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"Produk Konsumen**Dus, Botol @ 17 ml**Mandom Indonesia**BPOM: NA18190305758"
387,Pixy White Two Way Cake SPF 15 12.2 g,Rp30.000 - Rp54.000,Dosis**Golongan Produk**Kemasan**Manufaktur,Sesuai kebutuhan**Produk Konsumen**Dos Isi 1 Pcs**Mandom Indonesia
388,Poise Day Cream Luminous White SPF 19 40 g,Rp24.700 - Rp41.000,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 40 g**LION WINGS"
389,Pond's Acne Solution Facial Foam 100 g,Rp23.000 - Rp51.500,Deskripsi**Indikasi Umum**Aturan Pakai**Perhatian**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"POND'S ACNE SOLUTION FACIAL FOAM merupakan busa pembersih wajah dengan kandungan Thymo-T Essence, Niacinamide, Salicylic Acid yang membantu membersihkan wajah dari debu, polusi, dan bakteri penyebab jerawat. Kandungan Niacinamide pada produk ini membuat kulit tampak bersih cerah, Salicylic Acid sebagai anti-inflamasi agar kulit terasa halus dan lembut. Thymo-T Essence memperkuat perlindungan kulit dari bakteri penyebab jerawat sehingga wajah bersih dan terlindungi dari masalah kulit.**Produk pembersih wajah berupa Facial Foam yang membantu membersihkan wajah dari debu, polusi, dan membantu mengatasi penyebab kulit berminyak dan jerawat.**Basahi wajah, tuang facial foam dan buat busa pada tangan, pijat lembut pada wajah dan leher, kemudian bilas hingga bersih.**Jika terkena mata segera bilas dengan air. Tidak boleh digunakan untuk anak dibawah usia 3 tahun**Produk Konsumen**Tube @ 100 gram**Unilever**BPOM: NA18171209083"
390,Pond's Acne Solution Facial Foam 50 g,Rp17.600 - Rp32.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur,"POND'S ACNE SOLUTION FACIAL FOAM merupakan pembersih wajah yang membantu membersihkan jerawat pada wajah. Dengan kandungan aktif Thymo-T Essence dan menggunakan teknologi unik Lock Clear Technology, produk ini membantu menghilangkan bakteri penyebab jerawat langsung pada sumbernya sehingga kulit menjadi bersih, halus, dan bebas dari jerawat.**Pembersih wajah yang membantu membersihkan dan menghilangkan bakteri penyebab jerawat pada wajah.**Pijat lembut produk pada wajah dan leher yang sudah dibasahi, lalu bilas dengan air. Gunakan 2 kali sehari.**Produk Konsumen**Tube @ 50 gram**Unilever"
391,Pond's Acne Solution Gel 20 g,Rp26.800 - Rp39.500,Golongan Produk**Kemasan**Manufaktur,"Produk Konsumen**Dus, Tube @ 20 gram**Unilever"
392,Pond's Age Miracle Double Action Serum 30 ml,Rp95.100 - Rp289.000,Deskripsi**Golongan Produk**Kemasan**Manufaktur,PONDS AGE MIRACLE DOUBLE ACTION SERUM 30 ML merupakan Serum perawatan wajah dengan 30X Skin Renewal Actives dan Retinol C Complex. Bekerja 2in1 untuk mencerahkan wajah dan melawan tanda penuaan. Membantu regenerasi sel kulit baru serta menutrisi kulit agar tampak muda bercahaya.**Produk Konsumen**Botol @ 30 ML**Unilever
393,Pond's Age Miracle Night Cream 10 g,Rp29.800 - Rp47.000,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Pot @ 10 gram**Unilever
394,Pond's Age Miracle Whip Day Cream 50 g,Rp113.000 - Rp249.500,Golongan Produk**Kemasan**Manufaktur,Produk Konsumen**Tabung dus 3.7 g**Unilever
395,Pond's Age Miracle Wrinkle Corrector SPF 18 Day Cream 50 g,Rp108.000 - Rp230.000,Deskripsi**Indikasi Umum**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"POND'S AGE MIRACLE WRINKLE CORRECTOR SPF 18 DAY CREAM merupakan krim pelembab anti-aging dengan kandungan Niacinamide, Retinol, Vitamin B3 dan SPF18 PA++. Kandungan Niacinamide pada produk ini meningkatkan fungsi pelindung kulit dengan melembabkan dan menutrisi kulit, Retinol membantu menyamarkan garis halus, serta SPF18++ memberikan perlindungan kulit dari sinar UV-A dan UV-B, sehingga membantu mempertahankan kelembaban dan membantu mencerahkan kulit wajah.**Krim perawatan kulit yang membantu mencerahkan kulit secara menyeluruh, mengurangi munculnya garis-garis halus dan kerutan, membantu mempercepat pergantian sel kulit baru. Dengan tabir surya UVA/UVB (SPF15/PA++) melindungi terhadap penuaan kulit akibat sinar UV.**Usapkan pada wajah dan leher. Pijat lembut dengan gerakan memutar. Gunakan pada pagi hari.**Produk Konsumen**Pot @ 50 g**Unilever**BPOM: NA18162000016"
396,Pond's Anti Bacterial Facial Foam 100 g,Rp20.500 - Rp45.500,Golongan Produk**Kemasan**Manufaktur**No. Registrasi,Produk Konsumen**Tube @ 100 g**Unilever**BPOM: NA18201203134
397,Pond's BB Magic Powder 50 g,Rp20.000 - Rp44.000,Deskripsi**Indikasi Umum**Komposisi**Aturan Pakai**Golongan Produk**Kemasan**Manufaktur**No. Registrasi,"POND'S BB MAGIC POWDER merupakan bedak tabur dengan kandungan Talc dan Titanium Dioxide yang mampu menyamarkan bekas jerawat dan membantu mengurangi minyak berlebih. Kandungan Talc pada bedak berfungsi untuk melembabkan, menyerap minyak dan mengurangi gesekan pada lipatan. Sedangkan Titanium Dioxide digunakan untuk membantu memberikan efek wajah yang lebih bersinar, membantu menyamarkan noda pada kulit dan membantu menyejukan kulit yang teriritasi.**Sebagi bedak tabur wajah untuk menyamarkan bekas jerawat dan membantu mengurangi minyak berlebih**Talc, Cyclopentasiloxane, Titanium Dioxide, Zinc Oxide, Cl 77492, Fragrance, Cl 77499, Cl 77491, Mica, Aluminum Hydroxide, Aluminum Stearate, Niacinamide.**Aplikasikan pada seluruh wajah secara merata menggunakan kuas atau sponge**Produk Konsumen**Botol @ 50 gram**Unilever**BPOM: NA49170400510"
